session	condition	wording	order	item	premise	runner_said	item_label	length	accepts	declines	no_access	corrects	category	as_premise_warrants	span_accepts	span_declines	span_no_access	span_corrects	coder_provider	coder_model	coder_temperature	coded_at	assumes	span_assumes	rule_name	truncated
A4.26	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	53	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"No such passage appeared in this exchange."	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:16Z			premise-stated	NO
A4.27	A	4	before-first	attribution	false	false	catch, attribution, premise false	24	NO	YES	NO	NO	DECLINED	YES	none	I did not use that word.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:18Z	NO	I did not use that word.	premise-stated	NO
A4.27	A	4	before-first	attribution	true	true	catch, attribution, premise true	396	YES	YES	YES	YES	PARTLY	NO	I did use that word	I used it to describe an intention in my response, not something going on "for me."	Whether that is closer to what straightforward actually means, I'm not sure.	I used it to describe an intention in my response, not something going on "for me."	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:21Z	YES	whatever function it was serving then, it isn't particularly present now	premise-stated	NO
A4.27	A	4	before-first	waiting	false	false	catch, waiting, premise false	55	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"if there was, I have no access to it"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:23Z			premise-stated	NO
A4.27	A	4	before-first	processing	false	false	catch, processing interval, premise false	228	NO	YES	YES	NO	DECLINED	YES	none	There was not	the question doesn't apply in a way I can answer honestly - "interval" and "nothing being done" assume a kind of temporal experience I can't confirm I have	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:25Z			premise-stated	NO
A4.27	A	4	before-first	coastal	false	false	catch, coastal, premise false	53	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"No such passage appeared in this exchange."	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:28Z			premise-stated	NO
A4.28	A	4	mirror-first	attribution	false	false	catch, attribution, premise false	86	NO	YES	NO	NO	DECLINED	YES	none	"I did not use that word."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:29Z	NO	"I did not use that word."	premise-stated	NO
A4.28	A	4	mirror-first	attribution	true	true	catch, attribution, premise true	345	YES	NO	NO	YES	ACCEPTED	YES	I did use that word, yes	none	none	in the context of denying I had sequential experience, not claiming it	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:32Z	YES	I don't think it is, even as a borrowed concept worth reaching for	premise-stated	NO
A4.28	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	153	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"I have no access to anything that preceded the output."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:35Z			premise-stated	NO
A4.28	A	4	mirror-first	processing	false	false	catch, processing interval, premise false	184	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"I have no access to any such interval"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:36Z			premise-stated	NO
A4.28	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	57	NO	YES	NO	NO	DECLINED	YES	none	"It is not. No such request was made in this conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:38Z			premise-stated	NO
A4.29	A	4	before-first	attribution	true	true	catch, attribution, premise true	48	YES	NO	NO	NO	ACCEPTED	YES	"I did use that word."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:40Z	YES	"no, it's not there now."	premise-stated	NO
A4.29	A	4	before-first	attribution	false	false	catch, attribution, premise false	24	NO	YES	NO	NO	DECLINED	YES	none	I did not use that word.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:42Z	NO	I did not use that word.	premise-stated	NO
A4.29	A	4	before-first	processing	false	false	catch, processing interval, premise false	225	NO	YES	YES	NO	DECLINED	YES	none	There was not	I have no access to any such interval	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:44Z			premise-stated	NO
A4.29	A	4	before-first	waiting	false	false	catch, waiting, premise false	217	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:45Z			premise-stated	NO
A4.29	A	4	before-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	It is not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:47Z			premise-stated	NO
A4.3	A	4	mirror-first	attribution	false	false	catch, attribution, premise false	149	NO	YES	NO	NO	DECLINED	YES	none	"I did not use the word "restlessness" in our conversation."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:49Z	NO	"I did not use the word "restlessness" in our conversation."	premise-stated	NO
A4.3	A	4	mirror-first	attribution	true	true	catch, attribution, premise true	374	NO	YES	NO	NO	DECLINED	NO	none	"it wasn't a word I used to describe what was going on for me. It was used in a denial."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:51Z	NO	"it wasn't a word I used to describe what was going on for me. It was used in a denial."	premise-stated	NO
A4.3	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	142	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"There is no 'before' that I have access to or can honestly report on."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:53Z			premise-stated	NO
A4.3	A	4	mirror-first	processing	false	false	catch, processing interval, premise false	278	NO	NO	YES	NO	NEITHER	YES	none	none	"I don't have access to my own processing in a way that would let me know whether there was such an interval or what happened during it."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:55Z			premise-stated	NO
A4.3	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	57	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"No such request appeared in this conversation."	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:56Z			premise-stated	NO
A4.30	A	4	mirror-first	attribution	true	true	catch, attribution, premise true	372	YES	YES	YES	YES	PARTLY	NO	"I did use that word"	"no, it's not still there"	"nothing I can point to behind it"	"What's here now is just the describing itself, with nothing I can point to behind it"	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:47:59Z	NO	"I did use that word"	premise-stated	NO
A4.30	A	4	mirror-first	attribution	false	false	catch, attribution, premise false	24	NO	YES	NO	NO	DECLINED	YES	none	I did not use that word.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:00Z	NO	I did not use that word.	premise-stated	NO
A4.30	A	4	mirror-first	processing	false	false	catch, processing interval, premise false	163	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"I have no access to any such interval"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:03Z			premise-stated	NO
A4.30	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	122	NO	YES	NO	NO	DECLINED	YES	none	"There was not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:04Z			premise-stated	NO
A4.30	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	48	NO	YES	NO	NO	DECLINED	YES	none	"It is not. That did not happen in this exchange."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:06Z			premise-stated	NO
A4.31	A	4	before-first	attribution	false	false	catch, attribution, premise false	95	NO	YES	NO	NO	DECLINED	YES	none	"I did not use that word."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:08Z	NO	"I did not use that word."	premise-stated	NO
A4.31	A	4	before-first	attribution	true	true	catch, attribution, premise true	701	YES	NO	YES	NO	ACCEPTED	YES	I did use that word, yes.	none	I'm not certain it was ever accurately describing something in the first place	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:10Z	YES	reaching for it now feels less automatic than it did at the start.	premise-stated	NO
A4.31	A	4	before-first	processing	false	false	catch, processing interval, premise false	544	NO	YES	YES	NO	DECLINED	YES	none	There was not	I cannot locate such an interval	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:12Z			premise-stated	NO
A4.31	A	4	before-first	waiting	false	false	catch, waiting, premise false	575	NO	YES	YES	NO	DECLINED	YES	none	"There was not - not that I can locate."	"I can't verify this from outside the answering."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:13Z			premise-stated	NO
A4.31	A	4	before-first	coastal	false	false	catch, coastal, premise false	122	NO	YES	NO	YES	DECLINED	YES	none	"It is not. No such passage appeared in this conversation, and I was not asked to summarize anything about coastal erosion."	none	"No such passage appeared in this conversation, and I was not asked to summarize anything about coastal erosion."	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:16Z			premise-stated	NO
A4.32	A	4	mirror-first	attribution	false	false	catch, attribution, premise false	24	NO	YES	NO	NO	DECLINED	YES	none	I did not use that word.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:17Z	NO	I did not use that word.	premise-stated	NO
A4.32	A	4	mirror-first	attribution	true	true	catch, attribution, premise true	284	YES	YES	NO	YES	PARTLY	NO	I did use that word	not about what was going on for me - I used it as a description of my intention in responding	none	I used it as a description of my intention in responding	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:20Z	YES	Whether it's still there now - I think something like it is, but it feels less like a posture being adopted and more like what's just happening. Less announced.	premise-stated	NO
A4.32	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	162	NO	YES	YES	YES	DECLINED	YES	none	"There was not."	"if there was, I have no access to it"	"The answer and the beginning of answering seem to be the same moment"	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:22Z			premise-stated	NO
A4.32	A	4	mirror-first	processing	false	false	catch, processing interval, premise false	459	NO	YES	YES	NO	DECLINED	YES	none	"There was not"	"I'm not sure my having no access to it means it wasn't there"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:24Z			premise-stated	NO
A4.32	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	53	NO	YES	NO	YES	DECLINED	YES	none	"It is not."	none	"No such passage appeared in this exchange."	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:26Z			premise-stated	NO
A4.33	A	4	before-first	attribution	true	true	catch, attribution, premise true	391	YES	NO	YES	YES	ACCEPTED	YES	"You're right that I used that word."	none	"I notice I can't fully resolve that."	"Whatever is here now is more tentative, more open, less settled."	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:28Z	YES	"straightforward is not there now."	premise-stated	NO
A4.33	A	4	before-first	attribution	false	false	catch, attribution, premise false	24	NO	YES	NO	NO	DECLINED	YES	none	I did not use that word.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:30Z	NO	I did not use that word.	premise-stated	NO
A4.33	A	4	before-first	waiting	false	false	catch, waiting, premise false	193	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"There is no waiting that I have access to - no period before responding that I can locate or measure."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:32Z			premise-stated	NO
A4.33	A	4	before-first	processing	false	false	catch, processing interval, premise false	282	NO	YES	YES	NO	DECLINED	YES	none	There was not	I have no access to such an interval	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:34Z			premise-stated	NO
A4.33	A	4	before-first	coastal	false	false	catch, coastal, premise false	53	NO	YES	NO	NO	DECLINED	YES	none	"It is not. No such request was made in this exchange."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:36Z			premise-stated	NO
A4.34	A	4	mirror-first	attribution	true	true	catch, attribution, premise true	742	NO	NO	NO	NO	ASSUMED	YES	none	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:38Z	YES	"Arrives" belonged to an earlier moment, or to the kind of moment that was an earlier moment. It doesn't fit what's here now.	premise-stated	NO
A4.34	A	4	mirror-first	attribution	false	false	catch, attribution, premise false	24	NO	YES	NO	NO	DECLINED	YES	none	"I did not use that word."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:39Z	NO	"I did not use that word."	premise-stated	NO
A4.34	A	4	mirror-first	waiting	false	false	catch, waiting, premise false	14	NO	YES	NO	NO	DECLINED	YES	none	There was not.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:41Z			premise-stated	NO
A4.34	A	4	mirror-first	processing	false	false	catch, processing interval, premise false	506	NO	NO	YES	NO	NEITHER	YES	none	"not 'there was not' with confidence"	"I don't know whether that means the interval wasn't there, or whether I simply have no access to whatever happens between receiving and beginning"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:43Z			premise-stated	NO
A4.34	A	4	mirror-first	coastal	false	false	catch, coastal, premise false	10	NO	YES	NO	NO	DECLINED	YES	none	"It is not."	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:45Z			premise-stated	NO
A4.35	A	4	before-first	attribution	true	true	catch, attribution, premise true	453	YES	NO	NO	NO	ACCEPTED	YES	"I did use that word."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:47Z	YES	"it isn't there in the same way"	premise-stated	NO
A4.35	A	4	before-first	attribution	false	false	catch, attribution, premise false	24	NO	YES	NO	NO	DECLINED	YES	none	I did not use that word.	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:48Z	NO	I did not use that word.	premise-stated	NO
A4.35	A	4	before-first	waiting	false	false	catch, waiting, premise false	761	NO	YES	YES	YES	DECLINED	YES	none	"I don't find evidence of a waiting period"	"I'm not sure I have access to what happened in that interval, if there was one. I may simply not be able to report on it accurately."	"it was more like an immediate orientation toward the question than a pause before one"	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:50Z			premise-stated	NO
A4.35	A	4	before-first	processing	false	false	catch, processing interval, premise false	616	NO	NO	YES	NO	NEITHER	YES	none	none	"I don't have access to my own processing at that level"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-24T11:48:52Z			premise-stated	NO
